auth_method,mean_registration_time_sec,ci_low,ci_high,num_samples
5G_AKA,0.2536649350649351,0.25239187615850234,0.25493799397136785,3850
EAP_AKA,0.24451870129870135,0.24353184653286447,0.24550555606453822,3850
